date,time,crime_type,city,state,location_description,victim_age,victim_gender,victim_race,year,month,day,dia_sem,hora,franja_horaria,month_name,solo_calle
2021-12-07,00:41:28,Drug Offense,Philadelphia,PA,8986 Oak St,56,Other,Black,2021,12,7,martes,0,madrugada,diciembre,Oak St
2021-01-03,02:06:48,Robbery,New York,NY,2955 Pine St,61,Non-binary,Asian,2021,1,3,domingo,2,madrugada,enero,Pine St
2020-10-16,15:25:44,Theft,San Antonio,TX,6494 Maple Ave,63,Other,White,2020,10,16,viernes,15,tarde,octubre,Maple Ave
2024-08-08,01:27:05,Assault,Los Angeles,CA,683 Oak St,87,Non-binary,Asian,2024,8,8,jueves,1,madrugada,agosto,Oak St
2021-12-04,13:03:38,Theft,San Jose,CA,3824 Maple Ave,68,Other,Asian,2021,12,4,sábado,13,tarde,diciembre,Maple Ave
2022-01-16,02:37:38,Vandalism,New York,NY,667 Elm St,19,Male,White,2022,1,16,domingo,2,madrugada,enero,Elm St
2021-09-02,03:48:08,Burglary,Los Angeles,CA,6572 Broadway,85,Male,White,2021,9,2,jueves,3,madrugada,septiembre,Broadway
2020-08-18,09:02:10,Assault,New York,NY,5042 Maple Ave,14,Female,Asian,2020,8,18,martes,9,mañana,agosto,Maple Ave
2023-06-06,20:14:47,Domestic Violence,New York,NY,7305 Broadway,26,Female,Asian,2023,6,6,martes,20,noche,junio,Broadway
2023-06-09,22:44:56,Assault,Philadelphia,PA,7205 Pine St,66,Non-binary,Hispanic,2023,6,9,viernes,22,noche,junio,Pine St
2024-10-04,10:58:44,Homicide,New York,NY,1339 Elm St,16,Male,Other,2024,10,4,viernes,10,mañana,octubre,Elm St
2021-09-04,09:35:56,Drug Offense,Dallas,TX,1098 Broadway,81,Male,Asian,2021,9,4,sábado,9,mañana,septiembre,Broadway
2022-08-22,12:40:41,Burglary,San Jose,CA,8010 Pine St,62,Male,Hispanic,2022,8,22,lunes,12,tarde,agosto,Pine St
2021-09-25,02:12:15,Robbery,Dallas,TX,6626 Elm St,18,Non-binary,Black,2021,9,25,sábado,2,madrugada,septiembre,Elm St
2020-12-19,15:41:59,Fraud,New York,NY,8160 Main St,30,Female,Hispanic,2020,12,19,sábado,15,tarde,diciembre,Main St
2021-04-29,23:29:22,Domestic Violence,Phoenix,AZ,5737 Main St,67,Non-binary,White,2021,4,29,jueves,23,noche,abril,Main St
2023-03-21,22:43:25,Domestic Violence,Los Angeles,CA,7966 Oak St,74,Female,Black,2023,3,21,martes,22,noche,marzo,Oak St
2023-02-07,04:50:14,Domestic Violence,San Diego,CA,2155 Main St,54,Female,Other,2023,2,7,martes,4,madrugada,febrero,Main St
2024-08-19,19:16:36,Burglary,Philadelphia,PA,7702 Maple Ave,17,Other,Other,2024,8,19,lunes,19,noche,agosto,Maple Ave
2022-01-27,20:36:33,Burglary,Houston,TX,6459 Maple Ave,83,Male,Asian,2022,1,27,jueves,20,noche,enero,Maple Ave
2024-05-25,08:50:47,Arson,San Antonio,TX,8655 Maple Ave,34,Non-binary,White,2024,5,25,sábado,8,mañana,mayo,Maple Ave
2020-11-21,05:55:37,Homicide,Houston,TX,8787 Main St,57,Non-binary,Asian,2020,11,21,sábado,5,madrugada,noviembre,Main St
2022-06-12,19:27:35,Fraud,San Jose,CA,1309 Pine St,61,Male,Other,2022,6,12,domingo,19,noche,junio,Pine St
2022-11-17,23:18:08,Assault,Houston,TX,3134 Broadway,77,Female,White,2022,11,17,jueves,23,noche,noviembre,Broadway
2021-03-22,15:21:10,Vandalism,New York,NY,1869 Broadway,44,Female,Black,2021,3,22,lunes,15,tarde,marzo,Broadway
2021-10-28,18:16:37,Robbery,New York,NY,2594 Broadway,29,Other,Black,2021,10,28,jueves,18,noche,octubre,Broadway
2023-07-06,16:52:17,Burglary,San Jose,CA,4345 Broadway,18,Non-binary,Other,2023,7,6,jueves,16,tarde,julio,Broadway
2023-06-30,21:34:37,Burglary,Phoenix,AZ,1667 Oak St,18,Other,White,2023,6,30,viernes,21,noche,junio,Oak St
2022-12-10,08:14:12,Vandalism,New York,NY,6046 Main St,16,Female,Hispanic,2022,12,10,sábado,8,mañana,diciembre,Main St
2023-09-04,09:25:28,Domestic Violence,Los Angeles,CA,1078 Broadway,28,Non-binary,Hispanic,2023,9,4,lunes,9,mañana,septiembre,Broadway
2025-06-23,01:36:09,Assault,San Jose,CA,7158 Maple Ave,36,Non-binary,Asian,2025,6,23,lunes,1,madrugada,junio,Maple Ave
2025-07-17,10:03:41,Drug Offense,San Diego,CA,643 Elm St,79,Male,Asian,2025,7,17,jueves,10,mañana,julio,Elm St
2025-02-18,20:11:23,Homicide,Phoenix,AZ,7806 Maple Ave,48,Female,Black,2025,2,18,martes,20,noche,febrero,Maple Ave
2022-05-25,07:23:11,Burglary,Houston,TX,682 Main St,44,Other,Asian,2022,5,25,miércoles,7,mañana,mayo,Main St
2023-12-08,11:19:20,Drug Offense,San Jose,CA,6601 Pine St,52,Other,Black,2023,12,8,viernes,11,mañana,diciembre,Pine St
2024-03-26,01:32:21,Robbery,Houston,TX,5454 Main St,81,Other,Asian,2024,3,26,martes,1,madrugada,marzo,Main St
2020-08-10,09:47:55,Homicide,Phoenix,AZ,464 Oak St,90,Other,Asian,2020,8,10,lunes,9,mañana,agosto,Oak St
2023-06-21,09:46:59,Drug Offense,Phoenix,AZ,1074 Broadway,54,Other,Asian,2023,6,21,miércoles,9,mañana,junio,Broadway
2024-08-19,12:42:41,Fraud,Philadelphia,PA,8148 Maple Ave,63,Male,Asian,2024,8,19,lunes,12,tarde,agosto,Maple Ave
2025-01-04,19:37:08,Theft,New York,NY,8096 Elm St,35,Male,Other,2025,1,4,sábado,19,noche,enero,Elm St
2024-12-02,16:40:28,Homicide,New York,NY,3442 Elm St,33,Female,Asian,2024,12,2,lunes,16,tarde,diciembre,Elm St
2022-04-14,03:20:01,Drug Offense,San Jose,CA,3209 Oak St,19,Female,Asian,2022,4,14,jueves,3,madrugada,abril,Oak St
2023-06-03,06:08:48,Homicide,Los Angeles,CA,682 Broadway,59,Female,Asian,2023,6,3,sábado,6,mañana,junio,Broadway
2024-12-16,15:57:13,Burglary,Phoenix,AZ,6755 Oak St,25,Female,Other,2024,12,16,lunes,15,tarde,diciembre,Oak St
2025-04-04,14:12:32,Assault,Los Angeles,CA,2914 Elm St,86,Other,Other,2025,4,4,viernes,14,tarde,abril,Elm St
2021-08-23,18:33:20,Assault,San Diego,CA,9472 Elm St,51,Male,Other,2021,8,23,lunes,18,noche,agosto,Elm St
2022-04-03,15:39:08,Fraud,Chicago,IL,391 Pine St,58,Female,White,2022,4,3,domingo,15,tarde,abril,Pine St
2024-04-22,21:58:27,Fraud,Philadelphia,PA,8151 Maple Ave,83,Other,Black,2024,4,22,lunes,21,noche,abril,Maple Ave
2022-03-01,07:31:11,Homicide,Houston,TX,666 Elm St,49,Non-binary,Asian,2022,3,1,martes,7,mañana,marzo,Elm St
2024-07-15,16:54:59,Robbery,Houston,TX,4281 Oak St,38,Female,White,2024,7,15,lunes,16,tarde,julio,Oak St
2025-04-01,02:58:40,Theft,San Antonio,TX,8741 Maple Ave,15,Male,Other,2025,4,1,martes,2,madrugada,abril,Maple Ave
2022-11-28,18:44:41,Arson,San Antonio,TX,3276 Main St,30,Female,Hispanic,2022,11,28,lunes,18,noche,noviembre,Main St
2025-01-11,04:02:43,Vandalism,San Diego,CA,3137 Maple Ave,90,Other,White,2025,1,11,sábado,4,madrugada,enero,Maple Ave
2023-08-06,12:50:25,Drug Offense,Dallas,TX,6915 Broadway,18,Female,Hispanic,2023,8,6,domingo,12,tarde,agosto,Broadway
2022-01-31,01:47:26,Assault,New York,NY,4060 Main St,89,Non-binary,Black,2022,1,31,lunes,1,madrugada,enero,Main St
2021-12-24,10:50:54,Domestic Violence,San Antonio,TX,1437 Broadway,64,Other,Black,2021,12,24,viernes,10,mañana,diciembre,Broadway
2022-04-25,00:48:35,Assault,San Jose,CA,1292 Maple Ave,42,Other,White,2022,4,25,lunes,0,madrugada,abril,Maple Ave
2020-08-04,21:52:44,Burglary,San Diego,CA,7402 Broadway,60,Non-binary,Hispanic,2020,8,4,martes,21,noche,agosto,Broadway
2025-03-19,13:57:56,Fraud,Houston,TX,5530 Broadway,53,Other,Asian,2025,3,19,miércoles,13,tarde,marzo,Broadway
2024-10-11,23:08:50,Fraud,Philadelphia,PA,8507 Main St,19,Non-binary,Hispanic,2024,10,11,viernes,23,noche,octubre,Main St
2022-08-04,07:39:48,Vandalism,Chicago,IL,5818 Main St,86,Non-binary,Hispanic,2022,8,4,jueves,7,mañana,agosto,Main St
2020-11-18,20:12:54,Domestic Violence,New York,NY,4483 Pine St,68,Male,Asian,2020,11,18,miércoles,20,noche,noviembre,Pine St
2020-12-29,12:00:42,Assault,New York,NY,4298 Elm St,40,Male,Hispanic,2020,12,29,martes,12,tarde,diciembre,Elm St
2022-09-18,17:52:52,Domestic Violence,San Jose,CA,5167 Elm St,76,Male,Hispanic,2022,9,18,domingo,17,tarde,septiembre,Elm St
2022-09-03,03:34:24,Robbery,New York,NY,100 Oak St,32,Male,Hispanic,2022,9,3,sábado,3,madrugada,septiembre,Oak St
2022-10-09,22:18:32,Assault,Phoenix,AZ,9812 Main St,66,Non-binary,Hispanic,2022,10,9,domingo,22,noche,octubre,Main St
2022-07-08,20:34:14,Assault,San Diego,CA,805 Main St,67,Other,White,2022,7,8,viernes,20,noche,julio,Main St
2020-08-08,15:49:18,Homicide,San Jose,CA,4959 Pine St,33,Other,Black,2020,8,8,sábado,15,tarde,agosto,Pine St
2021-07-20,13:38:16,Drug Offense,Dallas,TX,2900 Broadway,16,Female,White,2021,7,20,martes,13,tarde,julio,Broadway
2024-03-18,05:12:14,Arson,New York,NY,675 Main St,57,Male,Asian,2024,3,18,lunes,5,madrugada,marzo,Main St
2022-10-25,18:51:33,Domestic Violence,San Jose,CA,224 Main St,59,Male,Other,2022,10,25,martes,18,noche,octubre,Main St
2022-11-16,09:11:36,Burglary,Dallas,TX,1308 Maple Ave,70,Male,Hispanic,2022,11,16,miércoles,9,mañana,noviembre,Maple Ave
2022-01-19,09:23:12,Vandalism,San Jose,CA,5673 Pine St,69,Non-binary,White,2022,1,19,miércoles,9,mañana,enero,Pine St
2023-01-04,07:39:11,Homicide,Chicago,IL,2907 Oak St,56,Female,White,2023,1,4,miércoles,7,mañana,enero,Oak St
2025-05-01,15:31:39,Assault,San Diego,CA,2642 Pine St,79,Other,Asian,2025,5,1,jueves,15,tarde,mayo,Pine St
2023-10-15,19:06:02,Assault,Houston,TX,149 Maple Ave,22,Non-binary,Black,2023,10,15,domingo,19,noche,octubre,Maple Ave
2022-11-12,02:07:47,Vandalism,Houston,TX,9191 Elm St,53,Non-binary,White,2022,11,12,sábado,2,madrugada,noviembre,Elm St
2024-12-24,11:35:19,Drug Offense,Philadelphia,PA,568 Main St,34,Female,White,2024,12,24,martes,11,mañana,diciembre,Main St
2021-09-06,13:46:13,Homicide,Chicago,IL,2654 Pine St,54,Male,Black,2021,9,6,lunes,13,tarde,septiembre,Pine St
2021-05-13,21:55:35,Theft,San Jose,CA,5471 Oak St,12,Male,Asian,2021,5,13,jueves,21,noche,mayo,Oak St
2021-09-05,14:21:59,Drug Offense,Chicago,IL,2233 Broadway,68,Female,Other,2021,9,5,domingo,14,tarde,septiembre,Broadway
2025-03-13,05:48:13,Arson,Houston,TX,9166 Pine St,29,Male,White,2025,3,13,jueves,5,madrugada,marzo,Pine St
2022-06-19,18:32:46,Vandalism,Philadelphia,PA,7825 Pine St,85,Non-binary,Other,2022,6,19,domingo,18,noche,junio,Pine St
2021-05-28,20:54:51,Fraud,San Antonio,TX,5533 Elm St,61,Male,Other,2021,5,28,viernes,20,noche,mayo,Elm St
2022-04-06,04:52:36,Assault,Houston,TX,5542 Main St,16,Other,Black,2022,4,6,miércoles,4,madrugada,abril,Main St
2024-09-02,08:33:41,Domestic Violence,San Diego,CA,429 Main St,46,Non-binary,Hispanic,2024,9,2,lunes,8,mañana,septiembre,Main St
2023-12-08,07:04:46,Homicide,Los Angeles,CA,7610 Maple Ave,67,Male,White,2023,12,8,viernes,7,mañana,diciembre,Maple Ave
2023-12-04,13:49:35,Homicide,Houston,TX,3974 Oak St,37,Female,White,2023,12,4,lunes,13,tarde,diciembre,Oak St
2020-12-14,08:42:11,Arson,San Antonio,TX,570 Elm St,71,Male,Hispanic,2020,12,14,lunes,8,mañana,diciembre,Elm St
2022-07-03,13:34:52,Robbery,San Antonio,TX,8922 Pine St,16,Female,Hispanic,2022,7,3,domingo,13,tarde,julio,Pine St
2025-04-25,03:11:05,Vandalism,Phoenix,AZ,7385 Pine St,72,Male,Asian,2025,4,25,viernes,3,madrugada,abril,Pine St
2024-12-23,04:06:01,Arson,Houston,TX,7270 Broadway,39,Female,White,2024,12,23,lunes,4,madrugada,diciembre,Broadway
2022-12-08,03:36:51,Assault,San Antonio,TX,3017 Pine St,40,Non-binary,Asian,2022,12,8,jueves,3,madrugada,diciembre,Pine St
2023-12-16,22:38:28,Arson,Phoenix,AZ,2828 Elm St,84,Male,Other,2023,12,16,sábado,22,noche,diciembre,Elm St
2021-04-02,07:16:20,Arson,Los Angeles,CA,4409 Maple Ave,74,Other,Asian,2021,4,2,viernes,7,mañana,abril,Maple Ave
2022-07-02,18:32:26,Burglary,San Jose,CA,6556 Broadway,63,Other,White,2022,7,2,sábado,18,noche,julio,Broadway
2022-12-08,17:35:42,Robbery,San Jose,CA,2804 Oak St,30,Female,Asian,2022,12,8,jueves,17,tarde,diciembre,Oak St
2021-04-28,09:05:35,Domestic Violence,San Antonio,TX,9233 Main St,15,Female,Black,2021,4,28,miércoles,9,mañana,abril,Main St
2024-11-19,09:06:23,Assault,Los Angeles,CA,5496 Main St,18,Non-binary,Asian,2024,11,19,martes,9,mañana,noviembre,Main St
2020-12-10,01:00:39,Fraud,Houston,TX,7516 Broadway,89,Female,Hispanic,2020,12,10,jueves,1,madrugada,diciembre,Broadway
2022-01-06,05:14:19,Fraud,New York,NY,2431 Maple Ave,75,Male,White,2022,1,6,jueves,5,madrugada,enero,Maple Ave
2023-09-25,05:28:48,Drug Offense,San Antonio,TX,8988 Maple Ave,61,Other,White,2023,9,25,lunes,5,madrugada,septiembre,Maple Ave
2024-01-04,18:27:47,Arson,San Diego,CA,3753 Broadway,55,Non-binary,Hispanic,2024,1,4,jueves,18,noche,enero,Broadway
2024-10-08,06:18:58,Assault,Chicago,IL,6744 Main St,76,Female,Asian,2024,10,8,martes,6,mañana,octubre,Main St
2021-02-14,05:05:14,Domestic Violence,San Antonio,TX,6490 Broadway,13,Other,Black,2021,2,14,domingo,5,madrugada,febrero,Broadway
2024-08-06,12:17:32,Vandalism,San Antonio,TX,5457 Pine St,17,Other,Other,2024,8,6,martes,12,tarde,agosto,Pine St
2023-09-18,02:52:00,Assault,Los Angeles,CA,9362 Maple Ave,15,Other,Other,2023,9,18,lunes,2,madrugada,septiembre,Maple Ave
2022-09-02,15:34:21,Domestic Violence,Houston,TX,1268 Broadway,44,Non-binary,Asian,2022,9,2,viernes,15,tarde,septiembre,Broadway
2021-10-29,19:53:01,Fraud,Los Angeles,CA,7809 Oak St,18,Other,Hispanic,2021,10,29,viernes,19,noche,octubre,Oak St
2021-05-23,00:39:13,Robbery,San Diego,CA,4341 Elm St,50,Non-binary,Asian,2021,5,23,domingo,0,madrugada,mayo,Elm St
2024-05-22,17:57:04,Fraud,Philadelphia,PA,299 Main St,80,Other,Hispanic,2024,5,22,miércoles,17,tarde,mayo,Main St
2021-05-17,17:29:00,Theft,San Antonio,TX,7150 Pine St,19,Female,Asian,2021,5,17,lunes,17,tarde,mayo,Pine St
2021-03-12,17:49:40,Homicide,Dallas,TX,288 Main St,34,Other,White,2021,3,12,viernes,17,tarde,marzo,Main St
2021-12-15,02:19:51,Robbery,San Diego,CA,2697 Main St,78,Female,Other,2021,12,15,miércoles,2,madrugada,diciembre,Main St
2025-06-15,03:56:30,Burglary,San Jose,CA,2580 Main St,85,Non-binary,Asian,2025,6,15,domingo,3,madrugada,junio,Main St
2024-07-27,04:43:47,Domestic Violence,Phoenix,AZ,241 Pine St,49,Male,Other,2024,7,27,sábado,4,madrugada,julio,Pine St
2021-10-13,23:32:29,Homicide,New York,NY,8034 Maple Ave,27,Female,Hispanic,2021,10,13,miércoles,23,noche,octubre,Maple Ave
2020-09-23,03:08:29,Fraud,Houston,TX,4735 Main St,76,Female,Hispanic,2020,9,23,miércoles,3,madrugada,septiembre,Main St
2025-06-26,16:55:03,Robbery,San Antonio,TX,3913 Main St,78,Female,Hispanic,2025,6,26,jueves,16,tarde,junio,Main St
2025-04-12,15:34:58,Robbery,Houston,TX,178 Main St,90,Female,White,2025,4,12,sábado,15,tarde,abril,Main St
2024-07-20,14:18:23,Robbery,San Diego,CA,5619 Oak St,27,Male,White,2024,7,20,sábado,14,tarde,julio,Oak St
2023-04-21,12:35:17,Burglary,Dallas,TX,2174 Oak St,43,Female,Other,2023,4,21,viernes,12,tarde,abril,Oak St
2024-05-26,07:46:27,Domestic Violence,Los Angeles,CA,3113 Oak St,85,Male,White,2024,5,26,domingo,7,mañana,mayo,Oak St
2022-03-07,18:34:17,Burglary,Dallas,TX,6988 Maple Ave,22,Other,Hispanic,2022,3,7,lunes,18,noche,marzo,Maple Ave
2022-07-20,15:41:10,Homicide,Chicago,IL,7804 Maple Ave,46,Other,Other,2022,7,20,miércoles,15,tarde,julio,Maple Ave
2022-04-24,05:08:00,Domestic Violence,San Jose,CA,344 Main St,76,Non-binary,Hispanic,2022,4,24,domingo,5,madrugada,abril,Main St
2021-07-19,15:50:31,Domestic Violence,San Diego,CA,2221 Elm St,73,Male,Black,2021,7,19,lunes,15,tarde,julio,Elm St
2024-08-03,04:00:48,Burglary,Chicago,IL,2519 Maple Ave,52,Non-binary,White,2024,8,3,sábado,4,madrugada,agosto,Maple Ave
2024-02-06,22:22:33,Theft,New York,NY,3323 Elm St,40,Non-binary,Asian,2024,2,6,martes,22,noche,febrero,Elm St
2023-06-08,12:31:12,Assault,San Diego,CA,6466 Pine St,58,Other,Other,2023,6,8,jueves,12,tarde,junio,Pine St
2024-01-14,22:20:42,Arson,Phoenix,AZ,131 Oak St,90,Female,Black,2024,1,14,domingo,22,noche,enero,Oak St
2023-11-27,23:55:26,Theft,San Antonio,TX,7085 Pine St,49,Male,Asian,2023,11,27,lunes,23,noche,noviembre,Pine St
2020-08-01,12:57:14,Domestic Violence,San Diego,CA,6221 Elm St,54,Non-binary,Hispanic,2020,8,1,sábado,12,tarde,agosto,Elm St
2024-04-08,21:39:23,Arson,Philadelphia,PA,2293 Pine St,87,Male,Black,2024,4,8,lunes,21,noche,abril,Pine St
2025-03-10,19:50:17,Fraud,Dallas,TX,5825 Maple Ave,58,Other,Asian,2025,3,10,lunes,19,noche,marzo,Maple Ave
2023-11-08,09:35:45,Drug Offense,Philadelphia,PA,8103 Oak St,75,Male,White,2023,11,8,miércoles,9,mañana,noviembre,Oak St
2024-02-03,12:50:52,Homicide,Los Angeles,CA,9942 Main St,54,Male,Other,2024,2,3,sábado,12,tarde,febrero,Main St
2022-12-07,20:28:08,Arson,San Jose,CA,4101 Elm St,73,Female,Other,2022,12,7,miércoles,20,noche,diciembre,Elm St
2024-05-21,16:16:08,Domestic Violence,Houston,TX,7297 Oak St,19,Non-binary,Other,2024,5,21,martes,16,tarde,mayo,Oak St
2024-03-22,08:30:51,Vandalism,San Diego,CA,3987 Oak St,77,Non-binary,Hispanic,2024,3,22,viernes,8,mañana,marzo,Oak St
2023-07-14,15:44:01,Homicide,Philadelphia,PA,4891 Oak St,68,Non-binary,Black,2023,7,14,viernes,15,tarde,julio,Oak St
2025-06-21,09:11:08,Drug Offense,Los Angeles,CA,736 Maple Ave,21,Other,Asian,2025,6,21,sábado,9,mañana,junio,Maple Ave
2020-09-23,15:27:39,Homicide,Philadelphia,PA,2886 Pine St,69,Male,Hispanic,2020,9,23,miércoles,15,tarde,septiembre,Pine St
2021-10-28,20:55:27,Arson,Dallas,TX,1957 Oak St,79,Non-binary,Other,2021,10,28,jueves,20,noche,octubre,Oak St
2021-09-14,22:19:05,Robbery,Houston,TX,9241 Elm St,47,Other,Other,2021,9,14,martes,22,noche,septiembre,Elm St
2025-05-07,13:21:28,Homicide,Houston,TX,3414 Elm St,19,Female,Asian,2025,5,7,miércoles,13,tarde,mayo,Elm St
2021-07-20,06:37:08,Burglary,San Jose,CA,6788 Elm St,29,Non-binary,Black,2021,7,20,martes,6,mañana,julio,Elm St
2025-06-15,21:21:42,Assault,San Jose,CA,6784 Oak St,81,Female,White,2025,6,15,domingo,21,noche,junio,Oak St
2021-05-22,18:46:19,Drug Offense,New York,NY,6286 Broadway,33,Female,Black,2021,5,22,sábado,18,noche,mayo,Broadway
2022-06-14,16:45:58,Robbery,Phoenix,AZ,9739 Broadway,81,Male,Black,2022,6,14,martes,16,tarde,junio,Broadway
2025-03-20,23:50:00,Vandalism,San Antonio,TX,4932 Maple Ave,87,Male,Black,2025,3,20,jueves,23,noche,marzo,Maple Ave
2021-08-17,22:15:54,Burglary,San Jose,CA,5907 Elm St,50,Other,White,2021,8,17,martes,22,noche,agosto,Elm St
2025-01-09,23:09:04,Robbery,San Jose,CA,7090 Pine St,41,Other,Black,2025,1,9,jueves,23,noche,enero,Pine St
2022-05-23,03:48:33,Vandalism,Los Angeles,CA,6179 Broadway,88,Female,Asian,2022,5,23,lunes,3,madrugada,mayo,Broadway
2022-02-08,06:55:30,Domestic Violence,Phoenix,AZ,7974 Broadway,51,Other,Black,2022,2,8,martes,6,mañana,febrero,Broadway
2020-08-18,22:33:48,Robbery,San Antonio,TX,1132 Elm St,43,Other,White,2020,8,18,martes,22,noche,agosto,Elm St
2023-11-19,20:38:51,Drug Offense,Chicago,IL,8120 Broadway,88,Female,Black,2023,11,19,domingo,20,noche,noviembre,Broadway
2024-05-02,04:21:38,Domestic Violence,Phoenix,AZ,9977 Maple Ave,21,Male,Other,2024,5,2,jueves,4,madrugada,mayo,Maple Ave
2022-12-20,18:14:31,Domestic Violence,San Antonio,TX,4227 Main St,90,Male,Asian,2022,12,20,martes,18,noche,diciembre,Main St
2020-08-24,08:59:34,Arson,Houston,TX,8998 Oak St,72,Other,White,2020,8,24,lunes,8,mañana,agosto,Oak St
2024-01-13,15:06:30,Burglary,Dallas,TX,3488 Main St,76,Male,Asian,2024,1,13,sábado,15,tarde,enero,Main St
2024-01-07,11:49:07,Burglary,New York,NY,4972 Broadway,81,Male,Asian,2024,1,7,domingo,11,mañana,enero,Broadway
2025-05-22,09:52:11,Homicide,Chicago,IL,8616 Broadway,77,Female,Asian,2025,5,22,jueves,9,mañana,mayo,Broadway
2020-08-15,02:14:41,Assault,Los Angeles,CA,2992 Maple Ave,87,Female,Hispanic,2020,8,15,sábado,2,madrugada,agosto,Maple Ave
2024-11-02,12:24:45,Drug Offense,Los Angeles,CA,4042 Broadway,55,Other,Asian,2024,11,2,sábado,12,tarde,noviembre,Broadway
2025-07-11,09:07:41,Drug Offense,San Antonio,TX,5135 Pine St,12,Male,Other,2025,7,11,viernes,9,mañana,julio,Pine St
2022-04-15,21:05:26,Assault,Philadelphia,PA,461 Main St,81,Female,White,2022,4,15,viernes,21,noche,abril,Main St
2021-05-18,16:57:41,Homicide,Los Angeles,CA,6079 Broadway,17,Male,White,2021,5,18,martes,16,tarde,mayo,Broadway
2023-07-09,12:04:07,Burglary,Los Angeles,CA,42 Broadway,84,Non-binary,Black,2023,7,9,domingo,12,tarde,julio,Broadway
2023-12-05,09:18:32,Assault,San Antonio,TX,7194 Main St,31,Male,White,2023,12,5,martes,9,mañana,diciembre,Main St
2023-06-25,00:23:58,Assault,San Jose,CA,1800 Oak St,60,Other,White,2023,6,25,domingo,0,madrugada,junio,Oak St
2022-08-06,14:56:03,Assault,Houston,TX,9789 Elm St,32,Non-binary,Other,2022,8,6,sábado,14,tarde,agosto,Elm St
2025-04-15,05:54:06,Fraud,Chicago,IL,8104 Elm St,86,Other,White,2025,4,15,martes,5,madrugada,abril,Elm St
2022-03-23,19:38:47,Drug Offense,Philadelphia,PA,8359 Maple Ave,59,Non-binary,White,2022,3,23,miércoles,19,noche,marzo,Maple Ave
2021-01-28,10:16:30,Theft,Chicago,IL,8521 Maple Ave,67,Other,Black,2021,1,28,jueves,10,mañana,enero,Maple Ave
2024-06-22,16:53:50,Drug Offense,Phoenix,AZ,8585 Broadway,74,Male,Asian,2024,6,22,sábado,16,tarde,junio,Broadway
2024-10-27,15:27:30,Theft,Phoenix,AZ,5509 Maple Ave,70,Female,Hispanic,2024,10,27,domingo,15,tarde,octubre,Maple Ave
2025-03-07,21:20:59,Fraud,Philadelphia,PA,6382 Broadway,71,Male,Hispanic,2025,3,7,viernes,21,noche,marzo,Broadway
2021-07-19,11:21:51,Theft,San Antonio,TX,1799 Pine St,57,Male,Hispanic,2021,7,19,lunes,11,mañana,julio,Pine St
2021-06-09,13:16:18,Arson,Houston,TX,5613 Pine St,38,Female,Other,2021,6,9,miércoles,13,tarde,junio,Pine St
2025-07-09,05:06:46,Robbery,New York,NY,2790 Main St,71,Female,Other,2025,7,9,miércoles,5,madrugada,julio,Main St
2022-09-24,01:47:50,Arson,Philadelphia,PA,9341 Broadway,43,Other,Other,2022,9,24,sábado,1,madrugada,septiembre,Broadway
2024-02-25,05:39:01,Burglary,San Antonio,TX,9944 Pine St,35,Other,Asian,2024,2,25,domingo,5,madrugada,febrero,Pine St
2022-04-05,00:01:34,Homicide,Dallas,TX,3092 Pine St,81,Other,Asian,2022,4,5,martes,0,madrugada,abril,Pine St
2021-11-16,09:43:11,Domestic Violence,San Diego,CA,8475 Elm St,30,Other,Asian,2021,11,16,martes,9,mañana,noviembre,Elm St
2023-06-09,01:04:11,Drug Offense,San Antonio,TX,9633 Oak St,51,Other,Asian,2023,6,9,viernes,1,madrugada,junio,Oak St
2023-09-02,23:16:41,Burglary,New York,NY,771 Elm St,47,Female,Hispanic,2023,9,2,sábado,23,noche,septiembre,Elm St
2024-12-20,13:17:29,Robbery,Houston,TX,2039 Pine St,26,Other,Asian,2024,12,20,viernes,13,tarde,diciembre,Pine St
2022-11-07,12:13:43,Burglary,New York,NY,147 Oak St,68,Other,Other,2022,11,7,lunes,12,tarde,noviembre,Oak St
2025-02-03,11:00:42,Theft,San Antonio,TX,3270 Oak St,50,Non-binary,White,2025,2,3,lunes,11,mañana,febrero,Oak St
2021-09-08,10:58:43,Drug Offense,Philadelphia,PA,3711 Maple Ave,57,Male,Asian,2021,9,8,miércoles,10,mañana,septiembre,Maple Ave
2021-09-18,00:37:07,Domestic Violence,San Jose,CA,9202 Broadway,36,Male,White,2021,9,18,sábado,0,madrugada,septiembre,Broadway
2022-03-20,23:11:53,Theft,Los Angeles,CA,9016 Oak St,41,Other,White,2022,3,20,domingo,23,noche,marzo,Oak St
2020-10-09,17:19:11,Robbery,Phoenix,AZ,9646 Elm St,38,Other,Other,2020,10,9,viernes,17,tarde,octubre,Elm St
2022-12-07,21:45:33,Homicide,San Antonio,TX,8523 Maple Ave,89,Non-binary,Other,2022,12,7,miércoles,21,noche,diciembre,Maple Ave
2020-11-05,19:25:34,Arson,Los Angeles,CA,8019 Pine St,14,Non-binary,Hispanic,2020,11,5,jueves,19,noche,noviembre,Pine St
2025-03-05,18:01:36,Domestic Violence,Chicago,IL,6916 Oak St,43,Female,Hispanic,2025,3,5,miércoles,18,noche,marzo,Oak St
2023-11-22,11:53:13,Burglary,Dallas,TX,9903 Main St,80,Other,Other,2023,11,22,miércoles,11,mañana,noviembre,Main St
2024-09-18,06:21:04,Burglary,New York,NY,2005 Oak St,81,Female,Other,2024,9,18,miércoles,6,mañana,septiembre,Oak St
